_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
2421,1,1,DEFICIENTE,17812,2021-04-29T00:00:00Z
2422,2,2,ACEPTABLE,7882665,2021-05-21T00:00:00Z
2423,5,5,EXCELENTE,18341,2021-07-31T00:00:00Z
2424,4,4,EXCELENTE,17348,2023-06-22T00:00:00Z
2425,3,3,MUY BUENO,5158970,2022-12-13T00:00:00Z
2426,2,2,ACEPTABLE,17397,2023-01-01T00:00:00Z
2427,2,1,REGULAR,17172,2023-10-19T00:00:00Z
2428,1,1,DEFICIENTE,5237135,2021-07-18T00:00:00Z
2429,4,5,EXCELENTE,17197,2023-06-24T00:00:00Z
2430,3,4,MUY BUENO,16997,2023-05-13T00:00:00Z
2431,1,2,REGULAR,6819612,2023-10-29T00:00:00Z
2432,5,5,EXCELENTE,16851,2021-10-13T00:00:00Z
2433,1,2,REGULAR,16900,2021-05-27T00:00:00Z
2434,3,3,MUY BUENO,5237124,2023-08-13T00:00:00Z
2435,1,1,DEFICIENTE,18486,2023-09-04T00:00:00Z
2436,5,4,EXCELENTE,17294,2022-05-08T00:00:00Z
2437,1,1,DEFICIENTE,18005,2022-10-22T00:00:00Z
2438,5,5,EXCELENTE,16823,2023-08-29T00:00:00Z
2439,4,3,MUY BUENO,17130,2022-02-08T00:00:00Z
2440,5,4,EXCELENTE,17839,2021-03-19T00:00:00Z
2441,5,5,EXCELENTE,17005,2023-05-21T00:00:00Z
2442,1,2,REGULAR,17829,2023-06-23T00:00:00Z
2443,2,2,ACEPTABLE,17211,2022-09-20T00:00:00Z
2444,4,3,MUY BUENO,17324,2022-08-12T00:00:00Z
2445,5,4,EXCELENTE,17510,2021-05-18T00:00:00Z
2446,5,4,EXCELENTE,52187,2021-08-19T00:00:00Z
2447,1,2,REGULAR,18264,2022-12-05T00:00:00Z
2448,1,2,REGULAR,4749887,2022-12-08T00:00:00Z
2449,4,3,MUY BUENO,18153,2023-07-13T00:00:00Z
2450,5,5,EXCELENTE,18533,2023-04-01T00:00:00Z
2451,2,1,REGULAR,18190,2023-07-15T00:00:00Z
2452,5,5,EXCELENTE,17388,2021-11-03T00:00:00Z
2453,1,2,REGULAR,17346,2023-07-27T00:00:00Z
2454,5,5,EXCELENTE,17243,2021-04-16T00:00:00Z
2455,2,1,REGULAR,16904,2021-02-22T00:00:00Z
2456,5,4,EXCELENTE,17875,2021-02-28T00:00:00Z
2457,1,1,DEFICIENTE,5237135,2023-11-29T00:00:00Z
2458,4,4,EXCELENTE,16868,2023-07-02T00:00:00Z
2459,4,3,MUY BUENO,6819625,2023-02-06T00:00:00Z
2460,4,3,MUY BUENO,16894,2021-04-02T00:00:00Z
2461,4,3,MUY BUENO,18096,2022-12-04T00:00:00Z
2462,5,5,EXCELENTE,17434,2022-10-26T00:00:00Z
2463,3,4,MUY BUENO,5237133,2023-08-23T00:00:00Z
2464,1,2,REGULAR,17115,2021-05-31T00:00:00Z
2465,3,2,ACEPTABLE,17062,2023-04-08T00:00:00Z
2466,1,2,REGULAR,9438309,2022-06-14T00:00:00Z
2467,3,2,ACEPTABLE,17634,2022-05-06T00:00:00Z
2468,3,2,ACEPTABLE,17692,2023-11-06T00:00:00Z
2469,3,3,MUY BUENO,18052,2023-12-06T00:00:00Z
2470,4,3,MUY BUENO,17181,2023-03-11T00:00:00Z
2471,4,3,MUY BUENO,18415,2021-08-22T00:00:00Z
2472,4,4,EXCELENTE,18106,2022-10-04T00:00:00Z
2473,5,5,EXCELENTE,18390,2023-02-09T00:00:00Z
2474,4,3,MUY BUENO,18130,2023-01-10T00:00:00Z
2475,2,1,REGULAR,17695,2021-10-03T00:00:00Z
2476,1,1,DEFICIENTE,17455,2021-01-29T00:00:00Z
2477,5,4,EXCELENTE,16834,2022-12-26T00:00:00Z
2478,1,1,DEFICIENTE,5178801,2021-12-11T00:00:00Z
2479,1,1,DEFICIENTE,18105,2023-02-17T00:00:00Z
2480,3,3,MUY BUENO,18062,2022-03-11T00:00:00Z
2481,3,3,MUY BUENO,17307,2021-05-11T00:00:00Z
2482,5,5,EXCELENTE,17687,2023-10-17T00:00:00Z
2483,4,3,MUY BUENO,17516,2023-09-29T00:00:00Z
2484,2,3,ACEPTABLE,17833,2021-10-03T00:00:00Z
2485,1,1,DEFICIENTE,17110,2022-10-07T00:00:00Z
2486,3,2,ACEPTABLE,18570,2021-11-11T00:00:00Z
2487,5,4,EXCELENTE,7403983,2023-01-15T00:00:00Z
2488,1,1,DEFICIENTE,5237133,2021-03-04T00:00:00Z
2489,1,2,REGULAR,52078,2021-09-27T00:00:00Z
2490,5,4,EXCELENTE,5240281,2022-09-18T00:00:00Z
2491,4,4,EXCELENTE,18062,2023-05-16T00:00:00Z
2492,2,3,ACEPTABLE,17172,2022-12-08T00:00:00Z
2493,3,4,MUY BUENO,52231,2022-12-08T00:00:00Z
2494,5,5,EXCELENTE,17086,2021-03-10T00:00:00Z
2495,3,3,MUY BUENO,4796512,2022-12-23T00:00:00Z
2496,1,1,DEFICIENTE,17013,2021-06-23T00:00:00Z
2497,3,2,ACEPTABLE,5240275,2021-10-21T00:00:00Z
2498,5,4,EXCELENTE,18470,2022-05-31T00:00:00Z
2499,3,3,MUY BUENO,5241175,2021-12-02T00:00:00Z
2500,1,2,REGULAR,18119,2022-06-25T00:00:00Z
2501,5,5,EXCELENTE,6819620,2023-06-21T00:00:00Z
2502,2,1,REGULAR,17437,2023-09-19T00:00:00Z
2503,5,4,EXCELENTE,52165,2022-06-04T00:00:00Z
2504,5,5,EXCELENTE,16748,2021-05-21T00:00:00Z
2505,2,3,ACEPTABLE,18349,2022-06-12T00:00:00Z
2506,2,1,REGULAR,52061,2022-04-05T00:00:00Z
2507,1,1,DEFICIENTE,16847,2022-04-29T00:00:00Z
2508,2,3,ACEPTABLE,9438309,2022-04-15T00:00:00Z
2509,5,5,EXCELENTE,18079,2023-04-15T00:00:00Z
2510,4,4,EXCELENTE,8941727,2022-11-20T00:00:00Z
2511,2,3,ACEPTABLE,17590,2023-02-26T00:00:00Z
2512,3,3,MUY BUENO,5246180,2022-08-31T00:00:00Z
2513,1,2,REGULAR,52229,2022-03-22T00:00:00Z
2514,5,5,EXCELENTE,52073,2023-01-17T00:00:00Z
2515,5,5,EXCELENTE,18194,2023-01-07T00:00:00Z
2516,1,1,DEFICIENTE,4986142,2021-11-26T00:00:00Z
2517,4,4,EXCELENTE,4730819,2021-05-17T00:00:00Z
2518,4,3,MUY BUENO,5196548,2023-08-24T00:00:00Z
2519,3,3,MUY BUENO,18465,2022-05-24T00:00:00Z
2520,4,3,MUY BUENO,5195385,2021-08-23T00:00:00Z
2521,3,2,ACEPTABLE,18047,2021-11-03T00:00:00Z
2522,4,4,EXCELENTE,18227,2022-08-06T00:00:00Z
2523,1,2,REGULAR,5237131,2022-06-04T00:00:00Z
2524,1,2,REGULAR,5240327,2022-11-17T00:00:00Z
2525,1,1,DEFICIENTE,52167,2021-03-02T00:00:00Z
2526,3,4,MUY BUENO,17811,2023-02-27T00:00:00Z
2527,1,1,DEFICIENTE,17489,2022-11-24T00:00:00Z
2528,4,3,MUY BUENO,5240281,2022-05-17T00:00:00Z
2529,4,3,MUY BUENO,8941727,2022-08-11T00:00:00Z
2530,4,3,MUY BUENO,6819624,2023-12-14T00:00:00Z
2531,3,3,MUY BUENO,17969,2021-06-29T00:00:00Z
2532,4,3,MUY BUENO,5246181,2021-04-25T00:00:00Z
2533,4,4,EXCELENTE,17835,2021-11-14T00:00:00Z
2534,5,5,EXCELENTE,17154,2023-05-16T00:00:00Z
2535,4,5,EXCELENTE,17656,2023-08-14T00:00:00Z
2536,2,1,REGULAR,17671,2021-12-21T00:00:00Z
2537,5,5,EXCELENTE,18216,2023-09-30T00:00:00Z
2538,4,5,EXCELENTE,4985933,2021-10-26T00:00:00Z
2539,2,1,REGULAR,17012,2023-05-13T00:00:00Z
2540,4,3,MUY BUENO,3573055,2023-04-02T00:00:00Z
2541,1,1,DEFICIENTE,7591499,2023-04-28T00:00:00Z
2542,3,2,ACEPTABLE,3573015,2022-03-18T00:00:00Z
2543,4,4,EXCELENTE,7928031,2021-08-23T00:00:00Z
2544,4,5,EXCELENTE,5219924,2021-08-03T00:00:00Z
2545,2,1,REGULAR,16830,2022-10-24T00:00:00Z
2546,3,2,ACEPTABLE,8891609,2021-02-04T00:00:00Z
2547,2,3,ACEPTABLE,16878,2021-12-12T00:00:00Z
2548,5,5,EXCELENTE,17068,2021-10-07T00:00:00Z
2549,5,5,EXCELENTE,3573058,2022-12-30T00:00:00Z
2550,2,2,ACEPTABLE,5246187,2023-12-25T00:00:00Z
2551,3,3,MUY BUENO,18112,2021-01-12T00:00:00Z
2552,3,4,MUY BUENO,7362864,2021-06-04T00:00:00Z
2553,4,3,MUY BUENO,18082,2021-02-20T00:00:00Z
2554,5,5,EXCELENTE,16906,2021-06-12T00:00:00Z
2555,2,1,REGULAR,52161,2023-11-04T00:00:00Z
2556,1,2,REGULAR,17335,2022-03-16T00:00:00Z
2557,1,1,DEFICIENTE,17844,2023-11-25T00:00:00Z
2558,5,5,EXCELENTE,18615,2022-07-22T00:00:00Z
2559,5,5,EXCELENTE,3567539,2023-01-19T00:00:00Z
2560,4,5,EXCELENTE,5653924,2022-11-28T00:00:00Z
2561,4,5,EXCELENTE,52093,2022-12-17T00:00:00Z
2562,3,3,MUY BUENO,7591554,2022-05-14T00:00:00Z
2563,4,5,EXCELENTE,17253,2021-09-30T00:00:00Z
2564,3,4,MUY BUENO,18554,2023-07-05T00:00:00Z
2565,1,2,REGULAR,17639,2023-12-03T00:00:00Z
2566,4,4,EXCELENTE,18375,2022-02-06T00:00:00Z
2567,4,3,MUY BUENO,17751,2021-04-07T00:00:00Z
2568,4,3,MUY BUENO,5653971,2022-12-09T00:00:00Z
2569,1,2,REGULAR,17305,2022-05-27T00:00:00Z
2570,3,2,ACEPTABLE,17407,2022-03-13T00:00:00Z
2571,5,5,EXCELENTE,7024214,2021-09-08T00:00:00Z
2572,2,2,ACEPTABLE,5654012,2023-12-13T00:00:00Z
2573,5,5,EXCELENTE,18022,2021-03-18T00:00:00Z
2574,1,1,DEFICIENTE,18430,2023-07-10T00:00:00Z
2575,3,3,MUY BUENO,7838818,2021-11-25T00:00:00Z
2576,3,3,MUY BUENO,17622,2023-03-24T00:00:00Z
2577,4,4,EXCELENTE,17342,2023-10-25T00:00:00Z
2578,1,1,DEFICIENTE,17266,2022-08-14T00:00:00Z
2579,1,1,DEFICIENTE,52209,2021-02-28T00:00:00Z
2580,5,4,EXCELENTE,17144,2021-06-01T00:00:00Z
2581,4,3,MUY BUENO,18357,2023-10-04T00:00:00Z
2582,3,2,ACEPTABLE,18391,2022-07-15T00:00:00Z
2583,5,4,EXCELENTE,52110,2022-07-25T00:00:00Z
2584,3,4,MUY BUENO,52131,2021-08-19T00:00:00Z
2585,5,5,EXCELENTE,17034,2021-02-04T00:00:00Z
2586,5,5,EXCELENTE,17265,2021-04-02T00:00:00Z
2587,3,4,MUY BUENO,18418,2021-12-21T00:00:00Z
2588,2,3,ACEPTABLE,18560,2023-07-10T00:00:00Z
2589,5,5,EXCELENTE,17634,2023-02-21T00:00:00Z
2590,1,2,REGULAR,16662,2021-03-18T00:00:00Z
2591,4,4,EXCELENTE,5197210,2023-11-28T00:00:00Z
2592,4,5,EXCELENTE,5653967,2022-06-19T00:00:00Z
2593,2,2,ACEPTABLE,3739833,2021-06-06T00:00:00Z
2594,3,4,MUY BUENO,7591499,2022-08-16T00:00:00Z
2595,4,3,MUY BUENO,17334,2023-07-15T00:00:00Z
2596,2,1,REGULAR,52166,2021-07-29T00:00:00Z
2597,4,5,EXCELENTE,17659,2021-10-27T00:00:00Z
2598,5,5,EXCELENTE,17597,2023-07-14T00:00:00Z
2599,3,3,MUY BUENO,17820,2023-07-27T00:00:00Z
2600,3,4,MUY BUENO,18371,2022-07-14T00:00:00Z
2601,4,3,MUY BUENO,17737,2022-05-12T00:00:00Z
2602,1,2,REGULAR,7838758,2022-03-19T00:00:00Z
2603,4,3,MUY BUENO,18590,2023-10-06T00:00:00Z
2604,5,4,EXCELENTE,18384,2021-09-25T00:00:00Z
2605,2,3,ACEPTABLE,18631,2022-11-24T00:00:00Z
2606,1,2,REGULAR,52211,2021-08-01T00:00:00Z
2607,5,5,EXCELENTE,17924,2022-10-24T00:00:00Z
2608,4,5,EXCELENTE,8799543,2021-11-08T00:00:00Z
2609,2,2,ACEPTABLE,5219929,2023-05-25T00:00:00Z
2610,2,2,ACEPTABLE,8799604,2021-10-30T00:00:00Z
2611,2,2,ACEPTABLE,17213,2022-11-04T00:00:00Z
2612,1,1,DEFICIENTE,17931,2021-10-23T00:00:00Z
2613,4,4,EXCELENTE,18016,2022-08-22T00:00:00Z
2614,2,1,REGULAR,5211176,2021-05-26T00:00:00Z
2615,4,4,EXCELENTE,18466,2023-03-11T00:00:00Z
2616,1,1,DEFICIENTE,17990,2023-04-26T00:00:00Z
2617,1,2,REGULAR,4704499,2023-01-06T00:00:00Z
2618,4,5,EXCELENTE,17160,2023-07-19T00:00:00Z
2619,3,3,MUY BUENO,16710,2022-06-24T00:00:00Z
2620,3,2,ACEPTABLE,17595,2022-11-14T00:00:00Z
2621,1,2,REGULAR,18216,2023-01-17T00:00:00Z
2622,2,3,ACEPTABLE,17801,2022-06-18T00:00:00Z
2623,2,2,ACEPTABLE,52125,2022-06-29T00:00:00Z
2624,1,2,REGULAR,16834,2023-03-13T00:00:00Z
2625,1,1,DEFICIENTE,17387,2022-08-20T00:00:00Z
2626,1,1,DEFICIENTE,17140,2023-04-11T00:00:00Z
2627,4,3,MUY BUENO,7802464,2023-02-21T00:00:00Z
2628,5,5,EXCELENTE,17013,2022-12-20T00:00:00Z
2629,3,3,MUY BUENO,17512,2022-11-03T00:00:00Z
2630,4,5,EXCELENTE,17862,2023-04-23T00:00:00Z
2631,4,5,EXCELENTE,18132,2022-07-13T00:00:00Z
2632,5,5,EXCELENTE,8799550,2021-04-20T00:00:00Z
2633,2,1,REGULAR,17645,2021-10-14T00:00:00Z
2634,4,4,EXCELENTE,18434,2022-01-19T00:00:00Z
2635,3,2,ACEPTABLE,18258,2023-11-08T00:00:00Z
2636,5,5,EXCELENTE,17957,2021-08-07T00:00:00Z
2637,1,2,REGULAR,17816,2023-09-12T00:00:00Z
2638,4,4,EXCELENTE,7538071,2021-01-29T00:00:00Z
2639,4,4,EXCELENTE,52144,2021-01-23T00:00:00Z
2640,2,2,ACEPTABLE,17137,2021-04-05T00:00:00Z
2641,2,1,REGULAR,16926,2021-01-17T00:00:00Z
2642,2,2,ACEPTABLE,17554,2023-11-08T00:00:00Z
2643,1,1,DEFICIENTE,16879,2022-10-19T00:00:00Z
2644,2,2,ACEPTABLE,8776080,2022-02-27T00:00:00Z
2645,1,2,REGULAR,52055,2021-02-10T00:00:00Z
2646,3,4,MUY BUENO,17903,2023-01-27T00:00:00Z
2647,5,4,EXCELENTE,16686,2022-11-10T00:00:00Z
2648,3,3,MUY BUENO,18009,2022-03-19T00:00:00Z
2649,4,3,MUY BUENO,17344,2022-09-17T00:00:00Z
2650,4,3,MUY BUENO,52108,2021-05-12T00:00:00Z
2651,4,5,EXCELENTE,17213,2021-07-16T00:00:00Z
2652,5,5,EXCELENTE,5237129,2021-08-07T00:00:00Z
2653,2,3,ACEPTABLE,52102,2021-12-22T00:00:00Z
2654,1,1,DEFICIENTE,5241170,2023-02-14T00:00:00Z
2655,1,1,DEFICIENTE,17382,2021-08-31T00:00:00Z
2656,5,5,EXCELENTE,17831,2023-01-18T00:00:00Z
2657,1,1,DEFICIENTE,18156,2021-04-12T00:00:00Z
2658,2,3,ACEPTABLE,16728,2022-08-11T00:00:00Z
2659,1,1,DEFICIENTE,16670,2023-11-04T00:00:00Z
2660,4,5,EXCELENTE,18493,2021-11-13T00:00:00Z
2661,5,5,EXCELENTE,17217,2023-03-06T00:00:00Z
2662,1,1,DEFICIENTE,3568168,2022-07-26T00:00:00Z
2663,1,2,REGULAR,17173,2021-01-25T00:00:00Z
2664,2,3,ACEPTABLE,5654053,2023-05-01T00:00:00Z
2665,1,1,DEFICIENTE,16709,2021-05-10T00:00:00Z
2666,2,2,ACEPTABLE,16737,2023-11-21T00:00:00Z
2667,3,4,MUY BUENO,17309,2023-06-01T00:00:00Z
2668,3,3,MUY BUENO,17347,2022-10-11T00:00:00Z
2669,4,3,MUY BUENO,17596,2022-11-24T00:00:00Z
2670,3,4,MUY BUENO,52054,2022-01-04T00:00:00Z
2671,5,4,EXCELENTE,18429,2021-05-26T00:00:00Z
2672,4,4,EXCELENTE,17924,2021-12-10T00:00:00Z
2673,4,3,MUY BUENO,18395,2021-05-26T00:00:00Z
2674,1,1,DEFICIENTE,4987160,2023-08-01T00:00:00Z
2675,1,1,DEFICIENTE,18069,2021-01-29T00:00:00Z
2676,4,4,EXCELENTE,18320,2023-09-11T00:00:00Z
2677,4,4,EXCELENTE,17901,2022-06-13T00:00:00Z
2678,1,1,DEFICIENTE,17965,2022-04-29T00:00:00Z
2679,5,5,EXCELENTE,17065,2023-04-21T00:00:00Z
2680,3,2,ACEPTABLE,17842,2022-11-05T00:00:00Z
2681,2,1,REGULAR,5207246,2021-09-19T00:00:00Z
2682,4,3,MUY BUENO,17631,2023-09-16T00:00:00Z
2683,5,5,EXCELENTE,18211,2023-05-25T00:00:00Z
2684,3,2,ACEPTABLE,5241167,2023-07-09T00:00:00Z
2685,1,1,DEFICIENTE,18493,2023-12-16T00:00:00Z
2686,2,1,REGULAR,16768,2021-08-18T00:00:00Z
2687,5,5,EXCELENTE,8914013,2021-06-18T00:00:00Z
2688,3,3,MUY BUENO,17029,2023-11-12T00:00:00Z
2689,3,3,MUY BUENO,16839,2021-04-20T00:00:00Z
2690,5,5,EXCELENTE,52139,2022-11-05T00:00:00Z
2691,2,3,ACEPTABLE,5653967,2021-11-19T00:00:00Z
2692,1,2,REGULAR,18427,2023-08-20T00:00:00Z
2693,4,4,EXCELENTE,17825,2022-03-17T00:00:00Z
2694,4,5,EXCELENTE,7162223,2023-06-02T00:00:00Z
2695,5,5,EXCELENTE,17682,2022-12-17T00:00:00Z
2696,3,3,MUY BUENO,17293,2022-11-10T00:00:00Z
2697,4,3,MUY BUENO,16876,2023-09-08T00:00:00Z
2698,3,2,ACEPTABLE,17699,2022-12-08T00:00:00Z
2699,3,2,ACEPTABLE,17627,2021-06-23T00:00:00Z
2700,5,4,EXCELENTE,52232,2022-03-18T00:00:00Z
2701,4,3,MUY BUENO,7613890,2021-03-30T00:00:00Z
2702,5,4,EXCELENTE,4737844,2022-12-28T00:00:00Z
2703,5,5,EXCELENTE,5174692,2022-04-11T00:00:00Z
2704,5,4,EXCELENTE,18544,2021-10-29T00:00:00Z
2705,1,1,DEFICIENTE,18467,2021-01-03T00:00:00Z
2706,4,5,EXCELENTE,17836,2021-05-15T00:00:00Z
2707,4,3,MUY BUENO,451531,2023-07-16T00:00:00Z
2708,3,3,MUY BUENO,17813,2021-04-18T00:00:00Z
2709,5,5,EXCELENTE,18002,2023-04-02T00:00:00Z
2710,2,1,REGULAR,17557,2023-03-02T00:00:00Z
2711,1,1,DEFICIENTE,18307,2021-03-24T00:00:00Z
2712,3,4,MUY BUENO,17037,2021-10-15T00:00:00Z
2713,4,3,MUY BUENO,5241168,2021-03-29T00:00:00Z
2714,5,4,EXCELENTE,18488,2021-01-15T00:00:00Z
2715,1,1,DEFICIENTE,18070,2022-02-27T00:00:00Z
2716,1,1,DEFICIENTE,461342,2021-12-22T00:00:00Z
2717,2,2,ACEPTABLE,18412,2021-08-31T00:00:00Z
2718,4,4,EXCELENTE,17812,2023-11-07T00:00:00Z
2719,3,3,MUY BUENO,17175,2023-02-03T00:00:00Z
2720,4,3,MUY BUENO,3611795,2022-08-14T00:00:00Z
2721,4,4,EXCELENTE,17709,2023-03-08T00:00:00Z
2722,5,5,EXCELENTE,17565,2022-05-16T00:00:00Z
2723,5,5,EXCELENTE,16701,2021-07-13T00:00:00Z
2724,1,2,REGULAR,3568711,2021-10-02T00:00:00Z
2725,4,3,MUY BUENO,3991087,2023-12-20T00:00:00Z
2726,5,5,EXCELENTE,17892,2023-07-01T00:00:00Z
2727,3,3,MUY BUENO,17613,2021-02-26T00:00:00Z
2728,1,1,DEFICIENTE,17270,2023-06-17T00:00:00Z
2729,3,3,MUY BUENO,16867,2023-10-31T00:00:00Z
2730,5,5,EXCELENTE,18295,2023-11-01T00:00:00Z
2731,5,5,EXCELENTE,3568695,2021-06-28T00:00:00Z
2732,4,4,EXCELENTE,17601,2021-03-16T00:00:00Z
2733,2,2,ACEPTABLE,16922,2022-09-26T00:00:00Z
2734,3,4,MUY BUENO,3531284,2023-04-16T00:00:00Z
2735,4,4,EXCELENTE,18142,2022-08-23T00:00:00Z
2736,1,1,DEFICIENTE,18528,2022-09-25T00:00:00Z
2737,1,2,REGULAR,18512,2023-12-28T00:00:00Z
2738,1,2,REGULAR,17173,2023-04-06T00:00:00Z
2739,1,2,REGULAR,5272342,2023-06-13T00:00:00Z
2740,1,1,DEFICIENTE,5218470,2021-02-25T00:00:00Z
2741,1,2,REGULAR,17116,2022-08-21T00:00:00Z
2742,1,1,DEFICIENTE,17737,2021-10-21T00:00:00Z
2743,1,1,DEFICIENTE,9294001,2021-03-21T00:00:00Z
2744,2,2,ACEPTABLE,52073,2022-10-04T00:00:00Z
2745,4,3,MUY BUENO,17789,2023-09-09T00:00:00Z
2746,4,5,EXCELENTE,9187084,2022-10-15T00:00:00Z
2747,3,4,MUY BUENO,17125,2023-07-09T00:00:00Z
2748,3,3,MUY BUENO,3573049,2023-05-10T00:00:00Z
2749,5,5,EXCELENTE,18389,2023-06-25T00:00:00Z
2750,5,5,EXCELENTE,17559,2022-12-19T00:00:00Z
2751,2,1,REGULAR,5174766,2023-09-04T00:00:00Z
2752,1,1,DEFICIENTE,17436,2023-01-05T00:00:00Z
2753,4,3,MUY BUENO,17574,2023-09-12T00:00:00Z
2754,2,1,REGULAR,18548,2021-09-02T00:00:00Z
2755,5,4,EXCELENTE,17448,2021-08-23T00:00:00Z
2756,3,4,MUY BUENO,4985689,2022-08-19T00:00:00Z
2757,1,1,DEFICIENTE,18503,2023-12-22T00:00:00Z
2758,1,1,DEFICIENTE,17138,2022-05-23T00:00:00Z
2759,1,1,DEFICIENTE,17562,2023-12-11T00:00:00Z
2760,1,1,DEFICIENTE,17409,2022-08-04T00:00:00Z
2761,1,2,REGULAR,18348,2022-05-06T00:00:00Z
2762,4,3,MUY BUENO,16728,2022-10-14T00:00:00Z
2763,3,2,ACEPTABLE,18615,2021-10-05T00:00:00Z
2764,5,4,EXCELENTE,5654025,2022-07-08T00:00:00Z
2765,4,5,EXCELENTE,8941726,2022-03-26T00:00:00Z
2766,4,3,MUY BUENO,18241,2021-05-24T00:00:00Z
2767,4,5,EXCELENTE,7943797,2021-08-08T00:00:00Z
2768,4,4,EXCELENTE,16788,2022-03-26T00:00:00Z
2769,5,5,EXCELENTE,17319,2021-03-09T00:00:00Z
2770,3,2,ACEPTABLE,5802688,2022-11-03T00:00:00Z
2771,4,3,MUY BUENO,18166,2023-05-22T00:00:00Z
2772,5,4,EXCELENTE,8799554,2023-09-22T00:00:00Z
2773,2,3,ACEPTABLE,18218,2021-01-28T00:00:00Z
2774,2,1,REGULAR,17176,2023-01-07T00:00:00Z
2775,1,2,REGULAR,5195385,2021-05-27T00:00:00Z
2776,2,2,ACEPTABLE,18324,2021-11-27T00:00:00Z
2777,1,1,DEFICIENTE,18161,2022-09-27T00:00:00Z
2778,1,1,DEFICIENTE,16663,2023-05-21T00:00:00Z
2779,2,3,ACEPTABLE,4794404,2023-04-07T00:00:00Z
2780,3,4,MUY BUENO,18500,2021-07-21T00:00:00Z
2781,4,4,EXCELENTE,16675,2022-08-11T00:00:00Z
2782,4,4,EXCELENTE,52225,2023-03-11T00:00:00Z
2783,2,3,ACEPTABLE,16733,2023-04-15T00:00:00Z
2784,5,5,EXCELENTE,17060,2022-02-07T00:00:00Z
2785,5,5,EXCELENTE,17133,2021-04-15T00:00:00Z
2786,5,5,EXCELENTE,18586,2023-07-14T00:00:00Z
2787,1,1,DEFICIENTE,5195385,2022-11-28T00:00:00Z
2788,2,2,ACEPTABLE,17896,2023-02-22T00:00:00Z
2789,3,3,MUY BUENO,3573350,2023-10-25T00:00:00Z
2790,5,5,EXCELENTE,17533,2022-12-01T00:00:00Z
2791,3,2,ACEPTABLE,52143,2023-01-07T00:00:00Z
2792,3,4,MUY BUENO,7602249,2023-02-21T00:00:00Z
2793,2,3,ACEPTABLE,18526,2022-08-11T00:00:00Z
2794,4,3,MUY BUENO,7943776,2023-11-19T00:00:00Z
2795,1,1,DEFICIENTE,17242,2022-05-22T00:00:00Z
2796,1,2,REGULAR,17009,2021-10-05T00:00:00Z
2797,4,5,EXCELENTE,5003366,2021-01-06T00:00:00Z
2798,3,4,MUY BUENO,7802522,2023-05-21T00:00:00Z
2799,2,3,ACEPTABLE,9424150,2022-02-18T00:00:00Z
2800,2,1,REGULAR,17278,2022-04-13T00:00:00Z
2801,1,1,DEFICIENTE,18179,2023-04-18T00:00:00Z
2802,2,3,ACEPTABLE,18481,2022-02-25T00:00:00Z
2803,1,1,DEFICIENTE,5213825,2022-07-28T00:00:00Z
2804,1,1,DEFICIENTE,52181,2022-03-12T00:00:00Z
2805,4,4,EXCELENTE,17510,2021-07-23T00:00:00Z
2806,2,3,ACEPTABLE,16861,2022-07-27T00:00:00Z
2807,5,4,EXCELENTE,16745,2023-02-15T00:00:00Z
2808,1,2,REGULAR,9293991,2021-10-28T00:00:00Z
2809,2,1,REGULAR,18551,2021-02-19T00:00:00Z
2810,3,3,MUY BUENO,17812,2022-02-01T00:00:00Z
2811,1,2,REGULAR,17982,2023-08-25T00:00:00Z
2812,5,5,EXCELENTE,18431,2023-03-24T00:00:00Z
2813,1,2,REGULAR,5237108,2023-05-27T00:00:00Z
2814,3,3,MUY BUENO,9492616,2021-11-01T00:00:00Z
2815,4,3,MUY BUENO,9403205,2023-04-22T00:00:00Z
2816,5,5,EXCELENTE,7177654,2022-11-20T00:00:00Z
2817,1,1,DEFICIENTE,18434,2021-01-31T00:00:00Z
2818,5,5,EXCELENTE,8799547,2022-07-23T00:00:00Z
2819,5,5,EXCELENTE,17421,2022-10-14T00:00:00Z
2820,5,5,EXCELENTE,18156,2021-03-04T00:00:00Z
2821,2,3,ACEPTABLE,18569,2022-12-06T00:00:00Z
2822,2,1,REGULAR,7840405,2022-11-26T00:00:00Z
2823,4,5,EXCELENTE,5237131,2023-09-15T00:00:00Z
2824,1,1,DEFICIENTE,17456,2022-02-11T00:00:00Z
2825,1,1,DEFICIENTE,17812,2021-06-27T00:00:00Z
2826,5,4,EXCELENTE,5237116,2022-09-04T00:00:00Z
2827,1,2,REGULAR,17902,2021-06-13T00:00:00Z
2828,5,5,EXCELENTE,17679,2021-09-12T00:00:00Z
2829,5,5,EXCELENTE,5653806,2023-05-15T00:00:00Z
2830,3,4,MUY BUENO,18182,2022-01-04T00:00:00Z
2831,4,3,MUY BUENO,17890,2022-02-01T00:00:00Z
2832,3,4,MUY BUENO,17319,2023-12-26T00:00:00Z
2833,3,3,MUY BUENO,18337,2023-11-21T00:00:00Z
2834,1,1,DEFICIENTE,5158912,2022-11-24T00:00:00Z
2835,1,2,REGULAR,17096,2021-12-14T00:00:00Z
2836,4,3,MUY BUENO,18212,2021-01-10T00:00:00Z
2837,1,1,DEFICIENTE,16873,2022-11-16T00:00:00Z
2838,1,1,DEFICIENTE,16813,2022-07-12T00:00:00Z
2839,4,3,MUY BUENO,17465,2021-12-02T00:00:00Z
